x y sdr tke
 7.500000000E-01 6.594803184E-02 1.391322790E-08 5.408004947E-11
 7.500000000E-01 6.627293676E-02 1.350955348E-08 5.395737329E-11
 7.500000000E-01 6.660446525E-02 1.312362308E-08 5.383796881E-11
 7.500000000E-01 6.694275141E-02 1.275502992E-08 5.372115947E-11
 7.500000000E-01 6.728792191E-02 1.240338765E-08 5.360644914E-11
 7.500000000E-01 6.764013320E-02 1.206830547E-08 5.349356028E-11
 7.500000000E-01 6.799951196E-02 1.174943165E-08 5.338245124E-11
 7.500000000E-01 6.836621463E-02 1.144639672E-08 5.327329897E-11
 7.500000000E-01 6.874039024E-02 1.115885517E-08 5.316647469E-11
 7.500000000E-01 6.912218779E-02 1.088647128E-08 5.306251272E-11
 7.500000000E-01 6.951176375E-02 1.062891020E-08 5.296202713E-11
 7.500000000E-01 6.990927458E-02 1.038583974E-08 5.286566324E-11
 7.500000000E-01 7.031489164E-02 1.015691709E-08 5.277401779E-11
 7.500000000E-01 7.072876394E-02 9.941798496E-09 5.268761122E-11
 7.500000000E-01 7.115107030E-02 9.740114493E-09 5.260681127E-11
 7.500000000E-01 7.158198208E-02 9.551475166E-09 5.253183999E-11
 7.500000000E-01 7.202167064E-02 9.375464849E-09 5.246274942E-11
 7.500000000E-01 7.247032225E-02 9.211636787E-09 5.239944936E-11
 7.500000000E-01 7.292810827E-02 9.059518469E-09 5.234172470E-11
 7.500000000E-01 7.339522243E-02 8.918597416E-09 5.228926320E-11
 7.500000000E-01 7.387185097E-02 8.788341610E-09 5.224167973E-11
 7.500000000E-01 7.435819507E-02 8.668192386E-09 5.219855451E-11
