x,cf,cp
0.43951764700000E-01,  0.46412590900000E-02,  0.31788E-01
0.45086029900000E-01,  0.46212738400000E-02,  0.31851E-01
0.46228654700000E-01,  0.46017095400000E-02,  0.31913E-01
0.47379683700000E-01,  0.45825522400000E-02,  0.31979E-01
0.48539169100000E-01,  0.45637874900000E-02,  0.32047E-01
0.49707155700000E-01,  0.45453989900000E-02,  0.32119E-01
0.50883695500000E-01,  0.45273690500000E-02,  0.32190E-01
0.52068833300000E-01,  0.45096785800000E-02,  0.32265E-01
0.53262621200000E-01,  0.44923140700000E-02,  0.32342E-01
0.54465100200000E-01,  0.44752638800000E-02,  0.32420E-01
0.55676326200000E-01,  0.44585196300000E-02,  0.32500E-01
0.56896343800000E-01,  0.44420710800000E-02,  0.32584E-01
0.58125197900000E-01,  0.44259075100000E-02,  0.32667E-01
0.59362944200000E-01,  0.44100168200000E-02,  0.32754E-01
0.60609627500000E-01,  0.43943873600000E-02,  0.32843E-01
0.61865296200000E-01,  0.43790065700000E-02,  0.32932E-01
0.63129998700000E-01,  0.43638641900000E-02,  0.33025E-01
0.64403779800000E-01,  0.43489537200000E-02,  0.33120E-01
0.65686695300000E-01,  0.43342700200000E-02,  0.33216E-01
0.66978782400000E-01,  0.43198061200000E-02,  0.33314E-01
0.68280100800000E-01,  0.43055550200000E-02,  0.33415E-01
0.69590695200000E-01,  0.42915097400000E-02,  0.33520E-01
0.70910617700000E-01,  0.42776619100000E-02,  0.33624E-01
0.72239905600000E-01,  0.42640040600000E-02,  0.33731E-01
0.73578611000000E-01,  0.42505292200000E-02,  0.33841E-01
0.74926786100000E-01,  0.42372304000000E-02,  0.33952E-01
0.76284475600000E-01,  0.42241024800000E-02,  0.34065E-01
0.77651731700000E-01,  0.42111375400000E-02,  0.34181E-01
0.79028599000000E-01,  0.41983248700000E-02,  0.34300E-01
0.80415122200000E-01,  0.41856491000000E-02,  0.34420E-01
0.81811353600000E-01,  0.41730958000000E-02,  0.34545E-01
0.83217337700000E-01,  0.41606524000000E-02,  0.34667E-01
0.84633126900000E-01,  0.41483137800000E-02,  0.34795E-01
0.86058758200000E-01,  0.41360762000000E-02,  0.34926E-01
0.87494298800000E-01,  0.41239392000000E-02,  0.35057E-01
0.88939771100000E-01,  0.41119018600000E-02,  0.35191E-01
0.90395242000000E-01,  0.40999641600000E-02,  0.35329E-01
0.91860748800000E-01,  0.40881279900000E-02,  0.35469E-01
0.93336343800000E-01,  0.40763947200000E-02,  0.35609E-01
0.94822064000000E-01,  0.40647643600000E-02,  0.35755E-01
0.96317969300000E-01,  0.40532364500000E-02,  0.35901E-01
0.97824089200000E-01,  0.40418086600000E-02,  0.36053E-01
0.99340491000000E-01,  0.40304791200000E-02,  0.36205E-01
0.10086720400000E+00,  0.40192469000000E-02,  0.36360E-01
0.10240428100000E+00,  0.40081087500000E-02,  0.36521E-01
0.10395176700000E+00,  0.39970637300000E-02,  0.36682E-01
0.10550970600000E+00,  0.39861081200000E-02,  0.36845E-01
0.10707814200000E+00,  0.39752386500000E-02,  0.37012E-01
0.10865712200000E+00,  0.39644520700000E-02,  0.37185E-01
0.11024669600000E+00,  0.39537474500000E-02,  0.37358E-01
0.11184690100000E+00,  0.39431243200000E-02,  0.37534E-01
0.11345779200000E+00,  0.39325812800000E-02,  0.37716E-01
0.11507939500000E+00,  0.39221169400000E-02,  0.37900E-01
0.11671176600000E+00,  0.39117289700000E-02,  0.38085E-01
0.11835495400000E+00,  0.39014155000000E-02,  0.38276E-01
0.12000899000000E+00,  0.38911749100000E-02,  0.38470E-01
0.12167392700000E+00,  0.38810055700000E-02,  0.38669E-01
0.12334980100000E+00,  0.38709053800000E-02,  0.38869E-01
0.12503665700000E+00,  0.38608720100000E-02,  0.39075E-01
0.12673454000000E+00,  0.38509031300000E-02,  0.39283E-01
0.12844349400000E+00,  0.38409957200000E-02,  0.39498E-01
0.13016355000000E+00,  0.38311476800000E-02,  0.39712E-01
0.13189475200000E+00,  0.38213573900000E-02,  0.39936E-01
0.13363716000000E+00,  0.38116243700000E-02,  0.40159E-01
0.13539078800000E+00,  0.38019474600000E-02,  0.40389E-01
0.13715568200000E+00,  0.37923250300000E-02,  0.40621E-01
0.13893190000000E+00,  0.37827550000000E-02,  0.40860E-01
0.14071947300000E+00,  0.37732354800000E-02,  0.41101E-01
0.14251841600000E+00,  0.37637653300000E-02,  0.41349E-01
0.14432880300000E+00,  0.37543429100000E-02,  0.41602E-01
0.14615066300000E+00,  0.37449670500000E-02,  0.41858E-01
0.14798402800000E+00,  0.37356359000000E-02,  0.42117E-01
0.14982892600000E+00,  0.37263475800000E-02,  0.42386E-01
0.15168541700000E+00,  0.37170997800000E-02,  0.42657E-01
0.15355351600000E+00,  0.37078901700000E-02,  0.42934E-01
0.15543328200000E+00,  0.36987152400000E-02,  0.43214E-01
0.15732473100000E+00,  0.36895738400000E-02,  0.43503E-01
0.15922790800000E+00,  0.36804648100000E-02,  0.43795E-01
0.16114284100000E+00,  0.36713874400000E-02,  0.44093E-01
0.16306956100000E+00,  0.36623403400000E-02,  0.44397E-01
0.16500812800000E+00,  0.36533221100000E-02,  0.44710E-01
0.16695854100000E+00,  0.36443311300000E-02,  0.45026E-01
0.16892086000000E+00,  0.36353657500000E-02,  0.45351E-01
0.17089511500000E+00,  0.36264241200000E-02,  0.45679E-01
0.17288132000000E+00,  0.36175048400000E-02,  0.46016E-01
0.17487950600000E+00,  0.36086058200000E-02,  0.46358E-01
0.17688973200000E+00,  0.35997252000000E-02,  0.46710E-01
0.17891199900000E+00,  0.35908611000000E-02,  0.47068E-01
0.18094635000000E+00,  0.35820109800000E-02,  0.47431E-01
0.18299281600000E+00,  0.35731713300000E-02,  0.47804E-01
0.18505141100000E+00,  0.35643398300000E-02,  0.48185E-01
0.18712218100000E+00,  0.35555157800000E-02,  0.48573E-01
0.18920515500000E+00,  0.35466977900000E-02,  0.48969E-01
0.19130033300000E+00,  0.35378844500000E-02,  0.49374E-01
0.19340777400000E+00,  0.35290736700000E-02,  0.49786E-01
0.19552747900000E+00,  0.35202635900000E-02,  0.50209E-01
0.19765947800000E+00,  0.35114514200000E-02,  0.50641E-01
0.19980379900000E+00,  0.35026352900000E-02,  0.51082E-01
0.20196047400000E+00,  0.34938126300000E-02,  0.51532E-01
0.20412950200000E+00,  0.34849813700000E-02,  0.51991E-01
0.20631092800000E+00,  0.34761393900000E-02,  0.52462E-01
0.20850476600000E+00,  0.34672839100000E-02,  0.52945E-01
0.21071103200000E+00,  0.34584116700000E-02,  0.53436E-01
0.21292975500000E+00,  0.34495189300000E-02,  0.53940E-01
0.21516093600000E+00,  0.34406024500000E-02,  0.54456E-01
0.21740460400000E+00,  0.34316596600000E-02,  0.54983E-01
0.21966078900000E+00,  0.34226886900000E-02,  0.55523E-01
0.22192949100000E+00,  0.34136872300000E-02,  0.56074E-01
0.22421072400000E+00,  0.34046524700000E-02,  0.56640E-01
0.22650452000000E+00,  0.33955806900000E-02,  0.57218E-01
0.22881087700000E+00,  0.33864686300000E-02,  0.57811E-01
0.23112982500000E+00,  0.33773125600000E-02,  0.58419E-01
0.23346136500000E+00,  0.33681092300000E-02,  0.59042E-01
0.23580549700000E+00,  0.33588542100000E-02,  0.59680E-01
0.23816224900000E+00,  0.33495435500000E-02,  0.60336E-01
0.24053163800000E+00,  0.33401718800000E-02,  0.61006E-01
0.24291364800000E+00,  0.33307336300000E-02,  0.61695E-01
0.24530831000000E+00,  0.33212231900000E-02,  0.62401E-01
0.24771562200000E+00,  0.33116354600000E-02,  0.63128E-01
0.25013560100000E+00,  0.33019667000000E-02,  0.63873E-01
0.25256824500000E+00,  0.32922118000000E-02,  0.64636E-01
0.25501352500000E+00,  0.32823649200000E-02,  0.65423E-01
0.25747150200000E+00,  0.32724191000000E-02,  0.66231E-01
0.25994214400000E+00,  0.32623678000000E-02,  0.67062E-01
0.26242548200000E+00,  0.32522031100000E-02,  0.67917E-01
0.26492148600000E+00,  0.32419173500000E-02,  0.68797E-01
0.26743015600000E+00,  0.32315009700000E-02,  0.69703E-01
0.26995152200000E+00,  0.32209437300000E-02,  0.70635E-01
0.27248555400000E+00,  0.32102342200000E-02,  0.71595E-01
0.27503225200000E+00,  0.31993619600000E-02,  0.72587E-01
0.27759161600000E+00,  0.31883162400000E-02,  0.73610E-01
0.28016364600000E+00,  0.31770849600000E-02,  0.74665E-01
0.28274834200000E+00,  0.31656536700000E-02,  0.75755E-01
0.28534567400000E+00,  0.31540063200000E-02,  0.76882E-01
0.28795564200000E+00,  0.31421238100000E-02,  0.78047E-01
0.29057824600000E+00,  0.31299842500000E-02,  0.79254E-01
0.29321345700000E+00,  0.31175604100000E-02,  0.80506E-01
0.29586130400000E+00,  0.31048201500000E-02,  0.81802E-01
0.29852172700000E+00,  0.30917276200000E-02,  0.83152E-01
0.30119472700000E+00,  0.30782420700000E-02,  0.84556E-01
0.30388030400000E+00,  0.30643295000000E-02,  0.86016E-01
0.30657845700000E+00,  0.30499794500000E-02,  0.87542E-01
0.30928909800000E+00,  0.30351961000000E-02,  0.89137E-01
0.31201228500000E+00,  0.30199878400000E-02,  0.90800E-01
0.31474795900000E+00,  0.30043660700000E-02,  0.92534E-01
0.31749612100000E+00,  0.29883466200000E-02,  0.94343E-01
0.32025674000000E+00,  0.29719476600000E-02,  0.96227E-01
0.32302975700000E+00,  0.29551864100000E-02,  0.98182E-01
0.32581523100000E+00,  0.29380810400000E-02,  0.10021E+00
0.32861304300000E+00,  0.29206518100000E-02,  0.10231E+00
0.33142322300000E+00,  0.29029287400000E-02,  0.10448E+00
0.33424574100000E+00,  0.28849639900000E-02,  0.10673E+00
0.33708056800000E+00,  0.28667852700000E-02,  0.10904E+00
0.33992764400000E+00,  0.28483888600000E-02,  0.11141E+00
0.34278696800000E+00,  0.28298129300000E-02,  0.11385E+00
0.34565848100000E+00,  0.28110907900000E-02,  0.11634E+00
0.34854218400000E+00,  0.27923001900000E-02,  0.11889E+00
0.35143801600000E+00,  0.27735345100000E-02,  0.12150E+00
0.35434591800000E+00,  0.27547569500000E-02,  0.12414E+00
0.35726591900000E+00,  0.27359381800000E-02,  0.12682E+00
0.36019790200000E+00,  0.27172113800000E-02,  0.12954E+00
0.36314186500000E+00,  0.26987344000000E-02,  0.13230E+00
0.36609774800000E+00,  0.26804436900000E-02,  0.13506E+00
0.36906549300000E+00,  0.26622398300000E-02,  0.13785E+00
0.37204507000000E+00,  0.26444115200000E-02,  0.14066E+00
0.37503644800000E+00,  0.26270765800000E-02,  0.14346E+00
0.37803953900000E+00,  0.26099132400000E-02,  0.14624E+00
0.38105428200000E+00,  0.25932488500000E-02,  0.14905E+00
0.38408061900000E+00,  0.25772610700000E-02,  0.15182E+00
0.38711851800000E+00,  0.25616192700000E-02,  0.15455E+00
0.39016786200000E+00,  0.25467032100000E-02,  0.15728E+00
0.39322862000000E+00,  0.25323911100000E-02,  0.15993E+00
0.39630073300000E+00,  0.25187607400000E-02,  0.16257E+00
0.39938408100000E+00,  0.25061136100000E-02,  0.16513E+00
0.40247857600000E+00,  0.24941077000000E-02,  0.16761E+00
0.40558418600000E+00,  0.24830098300000E-02,  0.17004E+00
0.40870079400000E+00,  0.24728504900000E-02,  0.17237E+00
0.41182830900000E+00,  0.24636362200000E-02,  0.17462E+00
0.41496664300000E+00,  0.24554845900000E-02,  0.17676E+00
0.41811564600000E+00,  0.24483555500000E-02,  0.17879E+00
0.42127528800000E+00,  0.24423911200000E-02,  0.18070E+00
0.42444539100000E+00,  0.24375249600000E-02,  0.18248E+00
0.42762586500000E+00,  0.24339151600000E-02,  0.18415E+00
0.43081662100000E+00,  0.24314797500000E-02,  0.18564E+00
0.43401747900000E+00,  0.24303544800000E-02,  0.18701E+00
0.43722832200000E+00,  0.24305929000000E-02,  0.18818E+00
0.44044902900000E+00,  0.24320620600000E-02,  0.18921E+00
0.44367945200000E+00,  0.24351589400000E-02,  0.19006E+00
0.44691947100000E+00,  0.24394232300000E-02,  0.19068E+00
0.45016887800000E+00,  0.24451781100000E-02,  0.19117E+00
0.45342755300000E+00,  0.24525460300000E-02,  0.19139E+00
0.45669537800000E+00,  0.24611563400000E-02,  0.19143E+00
0.45997211300000E+00,  0.24716558400000E-02,  0.19126E+00
0.46325764100000E+00,  0.24834675700000E-02,  0.19080E+00
0.46655181100000E+00,  0.24967023600000E-02,  0.19017E+00
0.46985441400000E+00,  0.25120654600000E-02,  0.18928E+00
0.47316527400000E+00,  0.25286765300000E-02,  0.18806E+00
0.47648426900000E+00,  0.25467393000000E-02,  0.18666E+00
0.47981116200000E+00,  0.25669694900000E-02,  0.18497E+00
0.48314580300000E+00,  0.25887095800000E-02,  0.18295E+00
0.48648801400000E+00,  0.26117523700000E-02,  0.18067E+00
0.48983764600000E+00,  0.26368326500000E-02,  0.17813E+00
0.49319449100000E+00,  0.26639187700000E-02,  0.17524E+00
0.49655839800000E+00,  0.26923012900000E-02,  0.17201E+00
0.49992921900000E+00,  0.27222733500000E-02,  0.16851E+00
0.50330674600000E+00,  0.27544160800000E-02,  0.16468E+00
0.50669080000000E+00,  0.27883930600000E-02,  0.16048E+00
0.51008129100000E+00,  0.28237954200000E-02,  0.15593E+00
0.51347804100000E+00,  0.28607710300000E-02,  0.15104E+00
0.51688087000000E+00,  0.28998330200000E-02,  0.14583E+00
0.52028971900000E+00,  0.29409641900000E-02,  0.14021E+00
0.52370435000000E+00,  0.29835393700000E-02,  0.13420E+00
0.52712476300000E+00,  0.30276544900000E-02,  0.12784E+00
0.53055077800000E+00,  0.30735419100000E-02,  0.12108E+00
0.53398233700000E+00,  0.31214060700000E-02,  0.11397E+00
0.53741920000000E+00,  0.31712495300000E-02,  0.10642E+00
0.54086148700000E+00,  0.32225558500000E-02,  0.98456E-01
0.54430896000000E+00,  0.32754018900000E-02,  0.90108E-01
0.54776167900000E+00,  0.33299755300000E-02,  0.81346E-01
0.55121952300000E+00,  0.33862013400000E-02,  0.72173E-01
0.55468249300000E+00,  0.34442432200000E-02,  0.62592E-01
0.55815047000000E+00,  0.35040399500000E-02,  0.52569E-01
0.56162351400000E+00,  0.35652453100000E-02,  0.42112E-01
0.56510156400000E+00,  0.36278972400000E-02,  0.31246E-01
0.56858474000000E+00,  0.36920819000000E-02,  0.19954E-01
0.57207286400000E+00,  0.37577224400000E-02,  0.82352E-02
0.57556611300000E+00,  0.38247797600000E-02, -0.39062E-02
0.57906448800000E+00,  0.38932140500000E-02, -0.16468E-01
0.58256799000000E+00,  0.39630015400000E-02, -0.29450E-01
0.58607673600000E+00,  0.40340144200000E-02, -0.42855E-01
0.58959066900000E+00,  0.41061136900000E-02, -0.56671E-01
0.59310996500000E+00,  0.41792602300000E-02, -0.70887E-01
0.59663462600000E+00,  0.42534004900000E-02, -0.85496E-01
0.60016483100000E+00,  0.43284371500000E-02, -0.10050E+00
0.60370051900000E+00,  0.44042677600000E-02, -0.11587E+00
0.60724192900000E+00,  0.44807880200000E-02, -0.13161E+00
0.61078906100000E+00,  0.45578763800000E-02, -0.14770E+00
0.61434197400000E+00,  0.46354085200000E-02, -0.16413E+00
0.61790084800000E+00,  0.47132559100000E-02, -0.18087E+00
0.62146574300000E+00,  0.47912676800000E-02, -0.19791E+00
0.62503677600000E+00,  0.48692934200000E-02, -0.21523E+00
0.62861400800000E+00,  0.49471696800000E-02, -0.23279E+00
0.63219749900000E+00,  0.50247125300000E-02, -0.25058E+00
0.63578742700000E+00,  0.51017454800000E-02, -0.26857E+00
0.63938373300000E+00,  0.51780724900000E-02, -0.28672E+00
0.64298653600000E+00,  0.52534807500000E-02, -0.30500E+00
0.64659595500000E+00,  0.53277621000000E-02, -0.32337E+00
0.65021193000000E+00,  0.54006860600000E-02, -0.34180E+00
0.65383458100000E+00,  0.54720006900000E-02, -0.36025E+00
0.65746390800000E+00,  0.55414629200000E-02, -0.37866E+00
0.66109979200000E+00,  0.56088282700000E-02, -0.39699E+00
0.66474241000000E+00,  0.56738201500000E-02, -0.41520E+00
0.66839158500000E+00,  0.57361619500000E-02, -0.43323E+00
0.67204731700000E+00,  0.57955975600000E-02, -0.45102E+00
0.67570948600000E+00,  0.58518536400000E-02, -0.46853E+00
0.67937809200000E+00,  0.59046521800000E-02, -0.48570E+00
0.68305295700000E+00,  0.59537226300000E-02, -0.50246E+00
0.68673390200000E+00,  0.59988079600000E-02, -0.51877E+00
0.69042086600000E+00,  0.60396608900000E-02, -0.53455E+00
0.69411355300000E+00,  0.60760248500000E-02, -0.54974E+00
0.69781184200000E+00,  0.61070849200000E-02, -0.56433E+00
0.70151543600000E+00,  0.61325719600000E-02, -0.57814E+00
0.70522409700000E+00,  0.61531425500000E-02, -0.59115E+00
0.70893758500000E+00,  0.61684865500000E-02, -0.60338E+00
0.71265554400000E+00,  0.61781075800000E-02, -0.61472E+00
0.71637761600000E+00,  0.61819432300000E-02, -0.62513E+00
0.72010350200000E+00,  0.61798724300000E-02, -0.63456E+00
0.72383284600000E+00,  0.61714001900000E-02, -0.64299E+00
0.72756522900000E+00,  0.61558797000000E-02, -0.65034E+00
0.73130023500000E+00,  0.61339275000000E-02, -0.65648E+00
0.73503750600000E+00,  0.61062793200000E-02, -0.66149E+00
0.73877650500000E+00,  0.60726059600000E-02, -0.66536E+00
0.74251693500000E+00,  0.60326624700000E-02, -0.66805E+00
0.74625825900000E+00,  0.59865647900000E-02, -0.66952E+00
0.75000000000000E+00,  0.59332833600000E-02, -0.66987E+00
0.75374174100000E+00,  0.58726784800000E-02, -0.66889E+00
0.75748306500000E+00,  0.58066053300000E-02, -0.66662E+00
0.76122349500000E+00,  0.57351612500000E-02, -0.66325E+00
0.76496249400000E+00,  0.56579201500000E-02, -0.65870E+00
0.76869976500000E+00,  0.55754049700000E-02, -0.65299E+00
0.77243477100000E+00,  0.54875407400000E-02, -0.64620E+00
0.77616715400000E+00,  0.53942259400000E-02, -0.63830E+00
0.77989649800000E+00,  0.52964822400000E-02, -0.62927E+00
0.78362238400000E+00,  0.51952917100000E-02, -0.61925E+00
0.78734445600000E+00,  0.50906301500000E-02, -0.60832E+00
0.79106241500000E+00,  0.49826703000000E-02, -0.59648E+00
0.79477590300000E+00,  0.48718373300000E-02, -0.58382E+00
0.79848456400000E+00,  0.47585652200000E-02, -0.57036E+00
0.80218815800000E+00,  0.46428693500000E-02, -0.55623E+00
0.80588644700000E+00,  0.45249895200000E-02, -0.54139E+00
0.80957913400000E+00,  0.44059953700000E-02, -0.52591E+00
0.81326609800000E+00,  0.42861425300000E-02, -0.50994E+00
0.81694704300000E+00,  0.41653313700000E-02, -0.49350E+00
0.82062190800000E+00,  0.40440931900000E-02, -0.47667E+00
0.82429051400000E+00,  0.39230561800000E-02, -0.45949E+00
0.82795268300000E+00,  0.38027234800000E-02, -0.44203E+00
0.83160841500000E+00,  0.36834464400000E-02, -0.42435E+00
0.83525759000000E+00,  0.35655109700000E-02, -0.40650E+00
0.83890020800000E+00,  0.34491787700000E-02, -0.38854E+00
0.84253609200000E+00,  0.33347003600000E-02, -0.37053E+00
0.84616541900000E+00,  0.32223060300000E-02, -0.35250E+00
0.84978807000000E+00,  0.31122101900000E-02, -0.33452E+00
0.85340404500000E+00,  0.30046131000000E-02, -0.31662E+00
0.85701346400000E+00,  0.28996898300000E-02, -0.29884E+00
0.86061626700000E+00,  0.27975961600000E-02, -0.28123E+00
0.86421257300000E+00,  0.26984766600000E-02, -0.26382E+00
0.86780250100000E+00,  0.26024561400000E-02, -0.24665E+00
0.87138599200000E+00,  0.25096379700000E-02, -0.22973E+00
0.87496322400000E+00,  0.24201143500000E-02, -0.21311E+00
0.87853425700000E+00,  0.23339611900000E-02, -0.19680E+00
0.88209915200000E+00,  0.22512346000000E-02, -0.18083E+00
0.88565802600000E+00,  0.21719781200000E-02, -0.16522E+00
0.88921093900000E+00,  0.20962227100000E-02, -0.14997E+00
0.89275807100000E+00,  0.20239811900000E-02, -0.13512E+00
0.89629948100000E+00,  0.19552561000000E-02, -0.12066E+00
0.89983516900000E+00,  0.18900359300000E-02, -0.10660E+00
0.90336537400000E+00,  0.18282977400000E-02, -0.92959E-01
0.90689003500000E+00,  0.17700108000000E-02, -0.79735E-01
0.91040933100000E+00,  0.17151334300000E-02, -0.66932E-01
0.91392326400000E+00,  0.16636056800000E-02, -0.54552E-01
0.91743201000000E+00,  0.16153845900000E-02, -0.42593E-01
0.92093551200000E+00,  0.15704415300000E-02, -0.31050E-01
0.92443388700000E+00,  0.15286756700000E-02, -0.19931E-01
0.92792713600000E+00,  0.14899723500000E-02, -0.92259E-02
0.93141526000000E+00,  0.14542591500000E-02,  0.10737E-02
0.93489843600000E+00,  0.14214552900000E-02,  0.10968E-01
0.93837648600000E+00,  0.13914844000000E-02,  0.20472E-01
0.94184953000000E+00,  0.13642191200000E-02,  0.29583E-01
0.94531750700000E+00,  0.13396350000000E-02,  0.38324E-01
0.94878047700000E+00,  0.13177332000000E-02,  0.46689E-01
0.95223832100000E+00,  0.12982669300000E-02,  0.54679E-01
0.95569104000000E+00,  0.12810981100000E-02,  0.62318E-01
0.95913851300000E+00,  0.12662262900000E-02,  0.69613E-01
0.96258080000000E+00,  0.12534973200000E-02,  0.76566E-01
0.96601766300000E+00,  0.12429321700000E-02,  0.83203E-01
0.96944922200000E+00,  0.12345828600000E-02,  0.89512E-01
0.97287523700000E+00,  0.12281235500000E-02,  0.95490E-01
0.97629565000000E+00,  0.12234427300000E-02,  0.10118E+00
0.97971028100000E+00,  0.12204985800000E-02,  0.10656E+00
0.98311913000000E+00,  0.12193330300000E-02,  0.11167E+00
0.98652195900000E+00,  0.12200446800000E-02,  0.11649E+00
0.98991870900000E+00,  0.12222660000000E-02,  0.12101E+00
0.99330920000000E+00,  0.12258238900000E-02,  0.12527E+00
0.99669325400000E+00,  0.12308594300000E-02,  0.12927E+00
0.10000708100000E+01,  0.12374749600000E-02,  0.13303E+00
0.10034415700000E+01,  0.12454807300000E-02,  0.13651E+00
0.10068055400000E+01,  0.12545362100000E-02,  0.13974E+00
0.10101623500000E+01,  0.12648101000000E-02,  0.14275E+00
0.10135120200000E+01,  0.12765198500000E-02,  0.14553E+00
0.10168541700000E+01,  0.12892753600000E-02,  0.14804E+00
0.10201888100000E+01,  0.13028662700000E-02,  0.15034E+00
0.10235157000000E+01,  0.13176297100000E-02,  0.15245E+00
0.10268347300000E+01,  0.13335285500000E-02,  0.15431E+00
0.10301456500000E+01,  0.13500590600000E-02,  0.15594E+00
0.10334482200000E+01,  0.13674879400000E-02,  0.15741E+00
0.10367423300000E+01,  0.13859993800000E-02,  0.15865E+00
0.10400278600000E+01,  0.14049895100000E-02,  0.15967E+00
0.10433046800000E+01,  0.14247396000000E-02,  0.16054E+00
0.10465724500000E+01,  0.14453202000000E-02,  0.16118E+00
0.10498311500000E+01,  0.14663029000000E-02,  0.16165E+00
0.10530805600000E+01,  0.14880104000000E-02,  0.16196E+00
0.10563205500000E+01,  0.15101558500000E-02,  0.16205E+00
0.10595510000000E+01,  0.15327191200000E-02,  0.16202E+00
0.10627716800000E+01,  0.15558628400000E-02,  0.16179E+00
0.10659825800000E+01,  0.15792372900000E-02,  0.16141E+00
0.10691833500000E+01,  0.16030099900000E-02,  0.16089E+00
0.10723741100000E+01,  0.16270306700000E-02,  0.16020E+00
0.10755546100000E+01,  0.16512590200000E-02,  0.15939E+00
0.10787247400000E+01,  0.16756947200000E-02,  0.15843E+00
0.10818843800000E+01,  0.17001818600000E-02,  0.15735E+00
0.10850334200000E+01,  0.17246932300000E-02,  0.15614E+00
0.10881717200000E+01,  0.17490647700000E-02,  0.15481E+00
0.10912991800000E+01,  0.17733168800000E-02,  0.15339E+00
0.10944157800000E+01,  0.17973718900000E-02,  0.15185E+00
0.10975214200000E+01,  0.18212703300000E-02,  0.15022E+00
0.11006159800000E+01,  0.18449617800000E-02,  0.14849E+00
0.11036993300000E+01,  0.18683956000000E-02,  0.14670E+00
0.11067713500000E+01,  0.18917145200000E-02,  0.14483E+00
0.11098321700000E+01,  0.19146183000000E-02,  0.14287E+00
0.11128815400000E+01,  0.19372208000000E-02,  0.14088E+00
0.11159193500000E+01,  0.19595099100000E-02,  0.13881E+00
0.11189457200000E+01,  0.19813331300000E-02,  0.13672E+00
0.11219605200000E+01,  0.20029021000000E-02,  0.13458E+00
0.11249635200000E+01,  0.20239334600000E-02,  0.13239E+00
0.11279549600000E+01,  0.20444551500000E-02,  0.13020E+00
0.11309344800000E+01,  0.20646494800000E-02,  0.12798E+00
0.11339023100000E+01,  0.20842601100000E-02,  0.12574E+00
0.11368581100000E+01,  0.21032772500000E-02,  0.12350E+00
0.11398021000000E+01,  0.21218473600000E-02,  0.12126E+00
0.11427340500000E+01,  0.21398833500000E-02,  0.11902E+00
0.11456540800000E+01,  0.21572830200000E-02,  0.11679E+00
